-0.9453		0.2877		0
0.9934		0.3709		0
-0.6513		0.5835		0
-0.2286		0.6884		0
-0.0481		0.9258		0
-0.6805		0.1032		0
-0.2246		-0.5953		1
0.9686		0.4653		0
-0.4041		-0.4178		1
0.1697		0.7875		0
-0.454		-0.1194		1
0.0263		-0.8073		0
-0.0634		-0.9535		0
0.4034		-0.853		0
0.4968		0.779		0
0.7147		0.9544		0
-0.3958		-0.7765		0
0.5929		-0.2494		1
-0.4662		0.6961		0
-0.4257		0.5938		0
-0.999		-0.1466		0
-0.8122		-0.3124		0
0.6036		-0.1578		1
-0.7015		-0.6695		0
0.1856		0.8783		0
0.7142		-0.7962		0
0.8603		-0.8889		0
-0.5365		-0.8152		0
0.932		0.0076		0
0.3969		-0.8412		0
-0.0043		0.1696		1
-0.3202		-0.8173		0
-0.9919		0.3911		0
-0.4286		0.5551		0
0.8056		-0.0885		0
-0.0084		-0.2008		1
0.9358		0.7795		0
0.9133		0.3233		0
-0.5396		0.0819		1
-0.582		0.8898		0
-0.0214		-0.9477		0
-0.482		-0.4731		0
-0.9155		0.706		0
-0.1896		-0.4782		1
-0.1292		-0.9185		0
-0.0222		0.9316		0
-0.7703		-0.1198		0
-0.1435		-0.3193		1
-0.4833		0.7636		0
-0.9007		0.026		0
-0.2694		-0.2714		1
0.4553		-0.6138		0
-0.2856		-0.5085		1
0.2726		-0.5054		1
0.3893		-0.78		0
0.3669		-0.0273		1
0.4449		-0.3379		1
0.5214		0.8741		0
0.0723		-0.4368		1
-0.3768		-0.9123		0
0.5765		0.0926		1
-0.7511		-0.3741		0
-0.9168		0.0851		0
0.2076		-0.6852		0
0.2624		0.3003		1
-0.7751		-0.0493		0
0.3385		0.2459		1
0.0344		0.9095		0
0.89		0.3337		0
-0.112		0.0465		1
-0.282		-0.0984		1
0.4775		-0.0199		1
0.941		0.9661		0
-0.9121		-0.9584		0
0.8462		0.7995		0
-0.6916		0.6423		0
-0.5493		0.6902		0
0.0111		0.6371		1
-0.8208		0.6014		0
-0.467		-0.5388		0
-0.8019		-0.2493		0
-0.2261		-0.1637		1
0.6613		-0.8796		0
0.1044		-0.5904		1
0.3814		0.6103		0
0.6921		-0.9101		0
-0.7522		-0.8524		0
-0.7226		-0.692		0
0.4698		-0.4174		1
0.6533		0.9086		0
-0.9858		-0.1377		0
-0.5994		-0.6909		0
-0.1918		0.4306		1
0.8952		-0.7573		0
-0.3057		-0.1058		1
0.5209		-0.7151		0
-0.7352		0.1593		0
0.9731		-0.5048		0
-0.3712		0.3729		1
-0.8783		0.696		0
0.2943		-0.644		0
0.6125		0.1165		1
-0.013		-0.3463		1
-0.2464		0.1007		1
-0.6383		-0.4377		0
-0.5725		0.6686		0
0.9015		0.6473		0
-0.1179		0.4341		1
0.8353		0.0924		0
0.4103		0.7859		0
0.1375		-0.3098		1
0.5257		-0.8638		0
-0.2272		0.4112		1
0.507		0.933		0
-0.3532		-0.2268		1
0.2976		0.0137		1
0.071		-0.2321		1
0.7717		0.266		0
-0.1314		0.8672		0
-0.4511		-0.018		1
0.1014		-0.2223		1
0.3675		0.5019		1
0.7112		-0.3697		0
-0.4465		-0.507		0
0.657		0.407		0
0.8733		0.0391		0
-0.7485		0.0696		0
-0.6572		-0.0689		1
0.8923		-0.0591		0
-0.6132		0.1033		1
-0.9548		-0.1815		0
0.1644		0.4473		1
-0.0696		0.7516		0
-0.2355		-0.6004		1
0.0428		-0.7218		0
-0.6347		0.9729		0
0.4552		-0.019		1
0.7931		-0.2747		0
-0.4441		0.7932		0
0.9569		-0.5204		0
-0.7382		0.9896		0
-0.3684		-0.1549		1
-0.4351		0.5315		0
-0.7271		0.4503		0
-0.1911		0.0261		1
-0.422		-0.5381		0
-0.8357		0.7777		0
0.0194		-0.6618		1
0.1787		0.8502		0
-0.8176		-0.9361		0
0.1223		0.6864		0
0.8401		-0.2967		0
0.1251		0.2251		1
-0.9017		0.3308		0
-0.2654		-0.8126		0
-0.4723		-0.5144		0
-0.9615		-0.9209		0
0.6556		0.4075		0
-0.4274		0.605		0
-0.2472		0.9167		0
-0.5266		0.24		1
0.6019		0.3546		0
0.6337		-0.7249		0
-0.26		-0.1845		1
0.6454		0.2624		0
0.7037		-0.5253		0
0.1472		-0.5683		1
-0.4773		-0.0801		1
0.206		-0.1508		1
-0.4431		0.7558		0
-0.0464		0.9978		0
0.1249		-0.3738		1
0.8957		0.7547		0
0.5089		-0.0131		1
0.8971		-0.0549		0
0.0896		0.2498		1
0.033		-0.6096		1
-0.1509		-0.9104		0
-0.6109		-0.7777		0
-0.9705		-0.1062		0
-0.0118		-0.4906		1
-0.7844		0.2165		0
-0.1873		0.5412		1
0.1421		-0.4275		1
-0.9573		0.5048		0
0.1187		-0.8101		0
-0.1067		0.1998		1
0.3078		-0.7351		0
0.1519		-0.695		0
0.6623		-0.2679		0
0.9327		0.3777		0
-0.0747		-0.4381		1
-0.8735		0.3072		0
-0.634		-0.6637		0
-0.7741		0.6361		0
0.1793		0.482		1
-0.2892		0.9301		0
-0.2354		-0.8859		0
0.187		-0.9609		0
-0.3955		-0.7785		0
-0.9979		-0.1397		0
0.415		0.8232		0
-0.1467		0.9358		0
-0.2903		0.4184		1
-0.017		-0.0131		1
0.8971		0.2431		0
-0.5729		-0.343		1
0.5301		-0.7187		0
0.7108		0.2289		0
-0.8223		0.4018		0
-0.0041		-0.5609		1
0.5087		0.1059		1
-0.772		0.8221		0
-0.9395		0.9265		0
-0.1317		-0.1228		1
0.5768		0.654		0
-0.779		0.5887		0
-0.584		0.933		0
-0.8269		0.9626		0
-0.6254		-0.599		0
0.9507		-0.274		0
0.5728		0.1337		1
0.1188		-0.686		0
-0.124		0.133		1
-0.9584		0.1008		0
0.784		0.7308		0
0.3935		0.7778		0
-0.5465		-0.7821		0
0.4066		-0.5216		1
0.0728		-0.0036		1
0.0362		-0.2556		1
0.0192		0.5594		1
-0.5298		0.4941		0
-0.9726		0.99		0
0.0754		-0.1584		1
-0.21		0.1743		1
0.7323		0.998		0
-0.8427		-0.3855		0
-0.8868		-0.5227		0
-0.7846		-0.7465		0
0.7918		-0.8494		0
-0.1042		0.8363		0
0.2044		0.1834		1
0.3516		-0.5653		1
0.3057		0.8369		0
0.8565		0.6604		0
0.1226		0.4059		1
0.9305		-0.767		0
-0.8807		0.0273		0
-0.9716		-0.3096		0
0.6294		0.2455		0
0.1527		-0.7849		0
-0.4018		-0.2094		1
-0.4844		-0.6936		0
-0.7155		-0.235		0
0.6299		0.3982		0
0.6507		0.2451		0
0.0376		-0.7696		0
0.9679		0.7482		0
-0.6185		-0.5831		0
0.3625		-0.6662		0
-0.6803		0.7522		0
0.9273		0.2084		0
0.6776		0.0353		0
-0.4001		0.8339		0
-0.5911		0.8332		0
-0.5985		0.7997		0
-0.9306		0.0762		0
-0.7592		-0.6251		0
0.4289		0.6716		0
-0.8155		-0.0897		0
0.2393		-0.4455		1
-0.4724		0.9612		0
0.9678		0.142		0
-0.9034		0.0164		0
-0.5087		-0.1699		1
-0.7023		0.2665		0
0.1448		0.7142		0
0.388		0.5941		0
-0.7401		-0.5454		0
0.2019		0.6032		1
0.1303		-0.1956		1
-0.6962		0.8372		0
0.7962		-0.0703		0
0.5364		-0.8135		0
0.9846		0.378		0
0.6264		-0.4505		0
-0.6839		-0.8225		0
0.2353		-0.9429		0
-0.8615		0.6138		0
0.6329		0.7754		0
-0.2222		-0.5524		1
0.3421		0.316		1
-0.6961		-0.145		0
-0.247		0.4025		1
-0.2906		-0.4107		1
-0.3953		-0.9828		0
